,WOODLWN1
2018-11-22,33.64395138888889
2018-11-23,37.728156250000005
2018-11-24,36.73578125
2018-11-25,4.25190625
2018-11-26,6.581812500000001
2018-11-27,6.47215625
2018-11-28,28.20278125
2018-11-29,9.1353125
2018-11-30,12.486656250000001
2018-12-01,18.23553125
2018-12-02,40.4931875
2018-12-03,39.565343750000004
2018-12-04,20.04096875
2018-12-05,14.9339375
2018-12-06,10.97121875
2018-12-07,6.30690625
2018-12-08,4.5230625
2018-12-09,9.30109375
2018-12-10,16.2328125
2018-12-11,9.35171875
2018-12-12,11.4323125
2018-12-13,7.34665625
2018-12-14,13.02203125
2018-12-15,3.41534375
2018-12-16,18.1445625
2018-12-17,10.341375000000001
2018-12-18,15.7109375
2018-12-19,7.7193125
2018-12-20,13.48834375
2018-12-21,19.58340625
2018-12-22,18.01234375
2018-12-23,3.90525
2018-12-24,1.8845937499999998
2018-12-25,4.2270312500000005
2018-12-26,5.0526875
2018-12-27,7.367812499999999
2018-12-28,21.95084375
2018-12-29,26.58765625
2018-12-30,12.1646875
2018-12-31,10.877802083333334
