,HDWF3
2018-05-25,74.27916666666667
2018-05-26,93.24930555555557
2018-05-27,78.13645833333334
2018-05-28,90.378125
2018-05-29,89.53055555555555
2018-05-30,35.67465277777778
2018-05-31,23.576736111111114
2018-06-01,41.08958333333333
2018-06-02,12.146527777777777
2018-06-03,7.580555555555556
2018-06-04,6.172916666666667
2018-06-05,26.628819444444446
2018-06-06,64.40069444444444
2018-06-07,80.76354166666667
2018-06-08,41.234375
2018-06-09,6.925347222222221
2018-06-10,69.43229166666667
2018-06-11,81.05902777777779
2018-06-12,54.62847222222222
2018-06-13,63.46041666666667
2018-06-14,72.16909722222222
2018-06-15,73.15729166666667
2018-06-16,88.15694444444445
2018-06-17,51.388194444444444
2018-06-18,14.29027777777778
2018-06-19,30.0625
2018-06-20,16.908333333333335
2018-06-21,1.034375
2018-06-22,11.584722222222224
2018-06-23,2.757638888888889
2018-06-24,25.758680555555557
2018-06-25,33.405902777777776
2018-06-26,28.619791666666668
2018-06-27,2.990972222222222
2018-06-28,22.76354166666667
2018-06-29,75.37569444444445
2018-06-30,17.63611111111111
2018-07-01,5.006944444444444
2018-07-02,39.39756944444445
2018-07-03,81.278125
2018-07-04,87.55972222222222
2018-07-05,78.93333333333334
2018-07-06,74.39826388888889
2018-07-07,84.67986111111111
2018-07-08,58.35798611111111
2018-07-09,10.107638888888888
2018-07-10,19.80720138888889
2018-07-11,22.084027777777777
2018-07-12,12.784374999999999
2018-07-13,4.005902777777778
2018-07-14,53.09409722222222
2018-07-15,88.2673611111111
2018-07-16,59.83472222222222
2018-07-17,69.11354166666668
2018-07-18,59.46458333333334
2018-07-19,77.58645833333334
2018-07-20,42.157291666666666
2018-07-21,27.414930555555557
2018-07-22,79.378125
2018-07-23,82.97395833333333
2018-07-24,70.96111111111111
2018-07-25,5.129861111111111
2018-07-26,32.31805555555555
2018-07-27,42.73368055555556
2018-07-28,34.60729166666667
2018-07-29,79.70937500000001
2018-07-30,65.35520833333334
2018-07-31,57.984027777777776
2018-08-01,22.873958333333334
2018-08-02,79.14409722222221
2018-08-03,70.45694444444445
2018-08-04,79.35000000000001
2018-08-05,84.98472222222223
2018-08-06,94.78090277777778
2018-08-07,74.46180555555556
2018-08-08,60.22743055555555
2018-08-09,51.83611111111111
2018-08-10,95.35729166666665
2018-08-11,82.2454861111111
2018-08-12,45.43194444444445
2018-08-13,25.869791666666668
2018-08-14,56.62222222222223
2018-08-15,72.03125
2018-08-16,14.699305555555554
2018-08-17,43.97152777777777
2018-08-18,77.040625
2018-08-19,56.81979166666667
2018-08-20,3.488888888888889
2018-08-21,6.454861111111111
2018-08-22,55.73229166666667
2018-08-23,93.00694444444444
2018-08-24,80.72465277777778
2018-08-25,41.30451388888889
2018-08-26,12.17326388888889
2018-08-27,31.463194444444444
2018-08-28,48.67118055555556
2018-08-29,97.44027777777778
2018-08-30,73.08854166666667
2018-08-31,84.08090277777778
2018-09-01,35.63090277777778
2018-09-02,8.157638888888888
2018-09-03,28.170486111111114
2018-09-04,19.627430555555556
2018-09-05,78.78263888888888
2018-09-06,47.812152777777776
2018-09-07,7.312847222222222
2018-09-08,19.61423611111111
2018-09-09,42.617361111111116
2018-09-10,10.891666666666666
2018-09-11,72.15590277777778
2018-09-12,40.402225694444446
2018-09-13,8.139236111111112
2018-09-14,67.721875
2018-09-15,79.27534722222222
2018-09-16,10.651736111111111
2018-09-17,65.3638888888889
2018-09-18,57.55833333333334
2018-09-19,48.55243055555555
2018-09-20,15.453472222222222
2018-09-21,3.0260416666666665
2018-09-22,14.264236111111112
2018-09-23,24.281944444444445
2018-09-24,55.31215277777778
2018-09-25,34.405208333333334
2018-09-26,29.319097222222222
2018-09-27,25.52673611111111
2018-09-28,41.13229166666667
2018-09-29,26.665625000000002
2018-09-30,82.39756944444444
2018-10-01,62.198263888888896
2018-10-02,70.38159722222223
2018-10-03,28.511805555555554
2018-10-04,46.939236111111114
2018-10-05,26.868055555555557
2018-10-06,25.809375
2018-10-07,33.046875
2018-10-08,65.58194444444445
2018-10-09,54.98020833333334
2018-10-10,29.133680555555557
2018-10-11,42.77326388888889
2018-10-12,49.771875
2018-10-13,43.70104166666667
2018-10-14,85.84861111111111
2018-10-15,86.5201388888889
2018-10-16,73.35138888888889
2018-10-17,52.62430555555556
2018-10-18,7.050347222222222
2018-10-19,77.88993055555555
2018-10-20,60.83645833333333
2018-10-21,16.797569444444445
2018-10-22,60.703125
2018-10-23,56.14097222222222
2018-10-24,53.875
2018-10-25,35.36628125
2018-10-26,16.313194444444445
2018-10-27,9.196875
2018-10-28,10.265625
2018-10-29,11.03125
2018-10-30,18.17673611111111
2018-10-31,42.092708333333334
2018-11-01,57.081944444444446
2018-11-02,69.37291666666667
2018-11-03,23.488194444444446
2018-11-04,37.221180555555556
2018-11-05,42.386805555555554
2018-11-06,58.018055555555556
2018-11-07,56.21736111111111
2018-11-08,6.059375
2018-11-09,19.95
2018-11-10,31.481944444444448
2018-11-11,45.505208333333336
2018-11-12,32.672916666666666
2018-11-13,25.924305555555552
2018-11-14,31.051041666666666
2018-11-15,22.78204861111111
2018-11-16,34.476736111111116
2018-11-17,41.16319444444445
2018-11-18,40.130208333333336
2018-11-19,49.12916666666667
2018-11-20,26.29375
2018-11-21,73.19826388888889
2018-11-22,87.378125
2018-11-23,26.280555555555555
2018-11-24,51.24409722222222
2018-11-25,18.697222222222223
2018-11-26,14.518402777777778
2018-11-27,37.861805555555556
2018-11-28,57.44166666666666
2018-11-29,9.841319444444444
2018-11-30,8.636458333333334
2018-12-01,78.09340277777778
2018-12-02,74.13298611111112
2018-12-03,24.37673611111111
2018-12-04,13.625694444444443
2018-12-05,43.52465277777778
2018-12-06,32.78541666666667
2018-12-07,58.90763888888889
2018-12-08,37.691319444444446
2018-12-09,47.161458333333336
2018-12-10,43.53888888888889
2018-12-11,36.49930555555556
2018-12-12,24.756249999999998
2018-12-13,81.39166666666667
2018-12-14,82.04826388888888
2018-12-15,24.253472222222225
2018-12-16,22.588194444444444
2018-12-17,20.95763888888889
2018-12-18,58.875
2018-12-19,74.75138888888888
2018-12-20,51.603125
2018-12-21,68.48576388888888
2018-12-22,34.04409722222222
2018-12-23,27.464583333333334
2018-12-24,23.675694444444446
2018-12-25,43.21805555555556
2018-12-26,52.60069444444445
2018-12-27,79.59409722222223
2018-12-28,84.71458333333334
2018-12-29,25.711805555555557
2018-12-30,11.774652777777776
2018-12-31,29.445138888888888
