,MUSSELR1
2018-08-04,85.39756944444444
2018-08-05,98.375
2018-08-06,106.99131944444444
2018-08-07,155.89652777777778
2018-08-08,158.12465277777778
2018-08-09,128.25104166666668
2018-08-10,99.84513888888888
2018-08-11,69.70381944444445
2018-08-12,121.18541666666665
2018-08-13,157.08229166666666
2018-08-14,165.44340277777778
2018-08-15,125.82083333333333
2018-08-16,160.53194444444443
2018-08-17,97.66840277777777
2018-08-18,118.5607638888889
2018-08-19,52.31701388888889
2018-08-20,77.09479166666667
2018-08-21,102.74965277777778
2018-08-22,2.0395833333333333
2018-08-23,4.855208333333334
2018-08-24,7.471527777777777
2018-08-25,33.51909722222222
2018-08-26,141.0548611111111
2018-08-27,34.36840277777778
2018-08-28,45.80659722222222
2018-08-29,22.493055555555557
2018-08-30,1.320486111111111
2018-08-31,66.58175
2018-09-01,92.59479166666667
2018-09-02,15.590625000000001
2018-09-03,0.40902777777777777
2018-09-04,8.937847222222222
2018-09-05,40.290625
2018-09-06,69.19479166666666
2018-09-07,54.94409722222222
2018-09-08,45.91284722222222
2018-09-09,145.31562499999998
2018-09-10,127.79895833333335
2018-09-11,47.154513888888886
2018-09-12,160.64027777777778
2018-09-13,145.40555555555557
2018-09-14,111.37951388888888
2018-09-15,132.75972222222222
2018-09-16,127.09444444444445
2018-09-17,120.86770833333333
2018-09-18,126.86458333333333
2018-09-19,53.40069444444444
2018-09-20,94.60243055555556
2018-09-21,134.49305555555557
2018-09-22,143.80208333333334
2018-09-23,57.696875000000006
2018-09-24,28.940625
2018-09-25,3.707638888888889
2018-09-26,3.8239583333333336
2018-09-27,39.196875
2018-09-28,129.32256944444444
2018-09-29,90.63229166666667
2018-09-30,110.97465277777776
2018-10-01,94.7204861111111
2018-10-02,2.488541666666667
2018-10-03,73.77083333333333
2018-10-04,28.044097222222224
2018-10-05,2.4663194444444447
2018-10-06,14.483680555555557
2018-10-07,22.710416666666664
2018-10-08,9.006944444444445
2018-10-09,53.85729166666667
2018-10-10,61.751736111111114
2018-10-11,21.58541666666667
2018-10-12,31.516666666666666
2018-10-13,69.55868055555555
2018-10-14,76.62916666666666
2018-10-15,54.57048611111111
2018-10-16,19.720833333333335
2018-10-17,5.180555555555555
2018-10-18,29.941319444444446
2018-10-19,39.69652777777778
2018-10-20,65.50173611111111
2018-10-21,27.448958333333334
2018-10-22,35.020833333333336
2018-10-23,99.65173611111112
2018-10-24,22.340277777777775
2018-10-25,57.747569444444444
2018-10-26,64.35694444444444
2018-10-27,115.71284722222221
2018-10-28,17.341666666666665
2018-10-29,28.593055555555555
2018-10-30,78.48541666666667
2018-10-31,29.350347222222222
2018-11-01,17.40277777777778
2018-11-02,105.11979166666667
2018-11-03,133.0246527777778
2018-11-04,151.20833333333334
2018-11-05,38.94583333333333
2018-11-06,67.27638888888889
2018-11-07,155.09305555555554
2018-11-08,114.23576388888888
2018-11-09,86.70798611111111
2018-11-10,78.89097222222222
2018-11-11,29.568749999999998
2018-11-12,12.819791666666667
2018-11-13,33.16736111111111
2018-11-14,69.84097222222222
2018-11-15,28.971180555555552
2018-11-16,11.270833333333334
2018-11-17,9.17951388888889
2018-11-18,20.044791666666665
2018-11-19,56.51006944444444
2018-11-20,63.408680555555556
2018-11-21,73.23611111111111
2018-11-22,63.81527777777777
2018-11-23,71.33645833333334
2018-11-24,17.069444444444446
2018-11-25,34.68055555555555
2018-11-26,5.9624999999999995
2018-11-27,13.096180555555556
2018-11-28,40.56527777777778
2018-11-29,3.4315972222222224
2018-11-30,73.04166666666667
2018-12-01,67.78993055555556
2018-12-02,138.0715277777778
2018-12-03,160.99270833333333
2018-12-04,99.07395833333334
2018-12-05,28.35625
2018-12-06,11.980208333333332
2018-12-07,8.561805555555557
2018-12-08,14.495833333333332
2018-12-09,84.46527777777777
2018-12-10,31.316666666666666
2018-12-11,28.958680555555556
2018-12-12,53.45763888888889
2018-12-13,133.05729166666666
2018-12-14,158.33819444444444
2018-12-15,151.07500000000002
2018-12-16,21.155555555555555
2018-12-17,72.70833333333333
2018-12-18,64.01076388888889
2018-12-19,34.05520833333333
2018-12-20,33.003125
2018-12-21,32.157291666666666
2018-12-22,11.219444444444443
2018-12-23,121.99444444444445
2018-12-24,68.671875
2018-12-25,38.36354166666667
2018-12-26,27.31458333333333
2018-12-27,0.7118055555555555
2018-12-28,38.69340277777778
2018-12-29,103.95555555555556
2018-12-30,12.056597222222223
2018-12-31,26.119791666666668
